,Entity,Code,Day,stay_home_requirements
66569,Germany,DEU,2021-10-03,0
66570,Germany,DEU,2021-10-04,0
66571,Germany,DEU,2021-10-05,0
66572,Germany,DEU,2021-10-06,0
66573,Germany,DEU,2021-10-07,0
66574,Germany,DEU,2021-10-08,0
66575,Germany,DEU,2021-10-09,0
66576,Germany,DEU,2021-10-10,0
66577,Germany,DEU,2021-10-11,0
66578,Germany,DEU,2021-10-12,0
66579,Germany,DEU,2021-10-13,0
66580,Germany,DEU,2021-10-14,0
66581,Germany,DEU,2021-10-15,0
66582,Germany,DEU,2021-10-16,0
66583,Germany,DEU,2021-10-17,0
66584,Germany,DEU,2021-10-18,0
66585,Germany,DEU,2021-10-19,0
66586,Germany,DEU,2021-10-20,0
66587,Germany,DEU,2021-10-21,0
66588,Germany,DEU,2021-10-22,0
66589,Germany,DEU,2021-10-23,0
66590,Germany,DEU,2021-10-24,0
66591,Germany,DEU,2021-10-25,0
66592,Germany,DEU,2021-10-26,0
66593,Germany,DEU,2021-10-27,0
66594,Germany,DEU,2021-10-28,0
66595,Germany,DEU,2021-10-29,0
66596,Germany,DEU,2021-10-30,0
66597,Germany,DEU,2021-10-31,0
66598,Germany,DEU,2021-11-01,0
66599,Germany,DEU,2021-11-02,0
66600,Germany,DEU,2021-11-03,0
66601,Germany,DEU,2021-11-04,0
66602,Germany,DEU,2021-11-05,0
66603,Germany,DEU,2021-11-06,0
66604,Germany,DEU,2021-11-07,0
66605,Germany,DEU,2021-11-08,0
66606,Germany,DEU,2021-11-09,0
66607,Germany,DEU,2021-11-10,0
66608,Germany,DEU,2021-11-11,0
66609,Germany,DEU,2021-11-12,0
66610,Germany,DEU,2021-11-13,0
66611,Germany,DEU,2021-11-14,0
66612,Germany,DEU,2021-11-15,1
66613,Germany,DEU,2021-11-16,1
66614,Germany,DEU,2021-11-17,1
66615,Germany,DEU,2021-11-18,1
66616,Germany,DEU,2021-11-19,1
66617,Germany,DEU,2021-11-20,1
66618,Germany,DEU,2021-11-21,1
66619,Germany,DEU,2021-11-22,1
66620,Germany,DEU,2021-11-23,1
66621,Germany,DEU,2021-11-24,1
66622,Germany,DEU,2021-11-25,1
66623,Germany,DEU,2021-11-26,1
66624,Germany,DEU,2021-11-27,1
66625,Germany,DEU,2021-11-28,1
66626,Germany,DEU,2021-11-29,1
66627,Germany,DEU,2021-11-30,1
66628,Germany,DEU,2021-12-01,1
66629,Germany,DEU,2021-12-02,1
66630,Germany,DEU,2021-12-03,1
66631,Germany,DEU,2021-12-04,1
66632,Germany,DEU,2021-12-05,1
66633,Germany,DEU,2021-12-06,1
66634,Germany,DEU,2021-12-07,1
66635,Germany,DEU,2021-12-08,1
66636,Germany,DEU,2021-12-09,1
66637,Germany,DEU,2021-12-10,1
66638,Germany,DEU,2021-12-11,1
66639,Germany,DEU,2021-12-12,1
66640,Germany,DEU,2021-12-13,1
66641,Germany,DEU,2021-12-14,1
66642,Germany,DEU,2021-12-15,1
66643,Germany,DEU,2021-12-16,1
66644,Germany,DEU,2021-12-17,1
66645,Germany,DEU,2021-12-18,1
66646,Germany,DEU,2021-12-19,1
66647,Germany,DEU,2021-12-20,1
66648,Germany,DEU,2021-12-21,1
66649,Germany,DEU,2021-12-22,1
66650,Germany,DEU,2021-12-23,1
66651,Germany,DEU,2021-12-24,1
66652,Germany,DEU,2021-12-25,1
66653,Germany,DEU,2021-12-26,1
66654,Germany,DEU,2021-12-27,1
66655,Germany,DEU,2021-12-28,1
66656,Germany,DEU,2021-12-29,1
66657,Germany,DEU,2021-12-30,1
66658,Germany,DEU,2021-12-31,1
66659,Germany,DEU,2022-01-01,1
66660,Germany,DEU,2022-01-02,1
66661,Germany,DEU,2022-01-03,1
66662,Germany,DEU,2022-01-04,1
66663,Germany,DEU,2022-01-05,1
66664,Germany,DEU,2022-01-06,1
66665,Germany,DEU,2022-01-07,1
66666,Germany,DEU,2022-01-08,1
66667,Germany,DEU,2022-01-09,1
66668,Germany,DEU,2022-01-10,1
66669,Germany,DEU,2022-01-11,1
66670,Germany,DEU,2022-01-12,1
66671,Germany,DEU,2022-01-13,1
66672,Germany,DEU,2022-01-14,1
66673,Germany,DEU,2022-01-15,1
66674,Germany,DEU,2022-01-16,1
66675,Germany,DEU,2022-01-17,1
66676,Germany,DEU,2022-01-18,1
66677,Germany,DEU,2022-01-19,1
66678,Germany,DEU,2022-01-20,1
66679,Germany,DEU,2022-01-21,1
66680,Germany,DEU,2022-01-22,1
66681,Germany,DEU,2022-01-23,1
66682,Germany,DEU,2022-01-24,1
66683,Germany,DEU,2022-01-25,1
66684,Germany,DEU,2022-01-26,1
66685,Germany,DEU,2022-01-27,1
66686,Germany,DEU,2022-01-28,1
66687,Germany,DEU,2022-01-29,1
66688,Germany,DEU,2022-01-30,1
66689,Germany,DEU,2022-01-31,1
66690,Germany,DEU,2022-02-01,1
66691,Germany,DEU,2022-02-02,1
66692,Germany,DEU,2022-02-03,1
66693,Germany,DEU,2022-02-04,1
66694,Germany,DEU,2022-02-05,1
66695,Germany,DEU,2022-02-06,1
66696,Germany,DEU,2022-02-07,1
66697,Germany,DEU,2022-02-08,1
66698,Germany,DEU,2022-02-09,1
66699,Germany,DEU,2022-02-10,1
66700,Germany,DEU,2022-02-11,1
66701,Germany,DEU,2022-02-12,1
66702,Germany,DEU,2022-02-13,1
66703,Germany,DEU,2022-02-14,1
66704,Germany,DEU,2022-02-15,1
66705,Germany,DEU,2022-02-16,1
66706,Germany,DEU,2022-02-17,1
66707,Germany,DEU,2022-02-18,1
66708,Germany,DEU,2022-02-19,1
66709,Germany,DEU,2022-02-20,1
66710,Germany,DEU,2022-02-21,1
66711,Germany,DEU,2022-02-22,1
66712,Germany,DEU,2022-02-23,1
66713,Germany,DEU,2022-02-24,1
66714,Germany,DEU,2022-02-25,1
66715,Germany,DEU,2022-02-26,1
66716,Germany,DEU,2022-02-27,1
66717,Germany,DEU,2022-02-28,1
66718,Germany,DEU,2022-03-01,1
66719,Germany,DEU,2022-03-02,1
66720,Germany,DEU,2022-03-03,1
66721,Germany,DEU,2022-03-04,1
66722,Germany,DEU,2022-03-05,1
66723,Germany,DEU,2022-03-06,1
66724,Germany,DEU,2022-03-07,1
66725,Germany,DEU,2022-03-08,1
66726,Germany,DEU,2022-03-09,1
66727,Germany,DEU,2022-03-10,1
66728,Germany,DEU,2022-03-11,1
66729,Germany,DEU,2022-03-12,1
66730,Germany,DEU,2022-03-13,1
66731,Germany,DEU,2022-03-14,1
66732,Germany,DEU,2022-03-15,1
66733,Germany,DEU,2022-03-16,1
66734,Germany,DEU,2022-03-17,1
66735,Germany,DEU,2022-03-18,1
66736,Germany,DEU,2022-03-19,1
66737,Germany,DEU,2022-03-20,1
66738,Germany,DEU,2022-03-21,1
66739,Germany,DEU,2022-03-22,1
66740,Germany,DEU,2022-03-23,1
66741,Germany,DEU,2022-03-24,1
66742,Germany,DEU,2022-03-25,1
66743,Germany,DEU,2022-03-26,1
66744,Germany,DEU,2022-03-27,1
66745,Germany,DEU,2022-03-28,1
66746,Germany,DEU,2022-03-29,1
66747,Germany,DEU,2022-03-30,1
66748,Germany,DEU,2022-03-31,1
66749,Germany,DEU,2022-04-01,1
66750,Germany,DEU,2022-04-02,1
66751,Germany,DEU,2022-04-03,1
66752,Germany,DEU,2022-04-04,1
66753,Germany,DEU,2022-04-05,1
66754,Germany,DEU,2022-04-06,1
66755,Germany,DEU,2022-04-07,1
66756,Germany,DEU,2022-04-08,1
66757,Germany,DEU,2022-04-09,1
66758,Germany,DEU,2022-04-10,1
66759,Germany,DEU,2022-04-11,1
66760,Germany,DEU,2022-04-12,1
66761,Germany,DEU,2022-04-13,1
66762,Germany,DEU,2022-04-14,1
66763,Germany,DEU,2022-04-15,1
66764,Germany,DEU,2022-04-16,1
66765,Germany,DEU,2022-04-17,1
66766,Germany,DEU,2022-04-18,1
66767,Germany,DEU,2022-04-19,1
66768,Germany,DEU,2022-04-20,1
66769,Germany,DEU,2022-04-21,1
66770,Germany,DEU,2022-04-22,1
66771,Germany,DEU,2022-04-23,1
66772,Germany,DEU,2022-04-24,1
66773,Germany,DEU,2022-04-25,1
66774,Germany,DEU,2022-04-26,1
66775,Germany,DEU,2022-04-27,1
66776,Germany,DEU,2022-04-28,1
66777,Germany,DEU,2022-04-29,1
66778,Germany,DEU,2022-04-30,1
66779,Germany,DEU,2022-05-01,1
66780,Germany,DEU,2022-05-02,1
66781,Germany,DEU,2022-05-03,1
66782,Germany,DEU,2022-05-04,1
66783,Germany,DEU,2022-05-05,1
66784,Germany,DEU,2022-05-06,1
66785,Germany,DEU,2022-05-07,1
66786,Germany,DEU,2022-05-08,1
66787,Germany,DEU,2022-05-09,1
66788,Germany,DEU,2022-05-10,1
66789,Germany,DEU,2022-05-11,1
66790,Germany,DEU,2022-05-12,1
66791,Germany,DEU,2022-05-13,1
66792,Germany,DEU,2022-05-14,1
66793,Germany,DEU,2022-05-15,1
66794,Germany,DEU,2022-05-16,1
66795,Germany,DEU,2022-05-17,1
66796,Germany,DEU,2022-05-18,1
66797,Germany,DEU,2022-05-19,1
66798,Germany,DEU,2022-05-20,1
66799,Germany,DEU,2022-05-21,1
66800,Germany,DEU,2022-05-22,1
66801,Germany,DEU,2022-05-23,1
66802,Germany,DEU,2022-05-24,1
66803,Germany,DEU,2022-05-25,1
66804,Germany,DEU,2022-05-26,1
66805,Germany,DEU,2022-05-27,1
66806,Germany,DEU,2022-05-28,1
66807,Germany,DEU,2022-05-29,1
66808,Germany,DEU,2022-05-30,1
66809,Germany,DEU,2022-05-31,1
66810,Germany,DEU,2022-06-01,1
66811,Germany,DEU,2022-06-02,1
66812,Germany,DEU,2022-06-03,1
66813,Germany,DEU,2022-06-04,1
66814,Germany,DEU,2022-06-05,1
66815,Germany,DEU,2022-06-06,1
66816,Germany,DEU,2022-06-07,1
66817,Germany,DEU,2022-06-08,1
66818,Germany,DEU,2022-06-09,1
66819,Germany,DEU,2022-06-10,1
66820,Germany,DEU,2022-06-11,1
66821,Germany,DEU,2022-06-12,1
66822,Germany,DEU,2022-06-13,1
66823,Germany,DEU,2022-06-14,1
66824,Germany,DEU,2022-06-15,1
66825,Germany,DEU,2022-06-16,1
66826,Germany,DEU,2022-06-17,1
66827,Germany,DEU,2022-06-18,1
66828,Germany,DEU,2022-06-19,1
66829,Germany,DEU,2022-06-20,1
66830,Germany,DEU,2022-06-21,1
66831,Germany,DEU,2022-06-22,1
66832,Germany,DEU,2022-06-23,1
66833,Germany,DEU,2022-06-24,1
66834,Germany,DEU,2022-06-25,1
66835,Germany,DEU,2022-06-26,1
66836,Germany,DEU,2022-06-27,1
66837,Germany,DEU,2022-06-28,1
66838,Germany,DEU,2022-06-29,1
66839,Germany,DEU,2022-06-30,1
66840,Germany,DEU,2022-07-01,1
66841,Germany,DEU,2022-07-02,1
66842,Germany,DEU,2022-07-03,1
66843,Germany,DEU,2022-07-04,1
66844,Germany,DEU,2022-07-05,1
66845,Germany,DEU,2022-07-06,1
66846,Germany,DEU,2022-07-07,1
66847,Germany,DEU,2022-07-08,1
66848,Germany,DEU,2022-07-09,1
66849,Germany,DEU,2022-07-10,1
66850,Germany,DEU,2022-07-11,1
66851,Germany,DEU,2022-07-12,1
66852,Germany,DEU,2022-07-13,1
66853,Germany,DEU,2022-07-14,1
66854,Germany,DEU,2022-07-15,1
66855,Germany,DEU,2022-07-16,1
66856,Germany,DEU,2022-07-17,1
66857,Germany,DEU,2022-07-18,1
66858,Germany,DEU,2022-07-19,1
66859,Germany,DEU,2022-07-20,1
66860,Germany,DEU,2022-07-21,1
66861,Germany,DEU,2022-07-22,1
66862,Germany,DEU,2022-07-23,1
66863,Germany,DEU,2022-07-24,1
66864,Germany,DEU,2022-07-25,1
66865,Germany,DEU,2022-07-26,1
66866,Germany,DEU,2022-07-27,1
66867,Germany,DEU,2022-07-28,1
66868,Germany,DEU,2022-07-29,1
66869,Germany,DEU,2022-07-30,1
66870,Germany,DEU,2022-07-31,1
66871,Germany,DEU,2022-08-01,1
66872,Germany,DEU,2022-08-02,1
66873,Germany,DEU,2022-08-03,1
66874,Germany,DEU,2022-08-04,1
66875,Germany,DEU,2022-08-05,1
66876,Germany,DEU,2022-08-06,1
66877,Germany,DEU,2022-08-07,1
66878,Germany,DEU,2022-08-08,1
66879,Germany,DEU,2022-08-09,1
66880,Germany,DEU,2022-08-10,1
66881,Germany,DEU,2022-08-11,1
66882,Germany,DEU,2022-08-12,1
66883,Germany,DEU,2022-08-13,1
66884,Germany,DEU,2022-08-14,1
66885,Germany,DEU,2022-08-15,1
66886,Germany,DEU,2022-08-16,1
66887,Germany,DEU,2022-08-17,1
66888,Germany,DEU,2022-08-18,1
66889,Germany,DEU,2022-08-19,1
66890,Germany,DEU,2022-08-20,1
66891,Germany,DEU,2022-08-21,1
66892,Germany,DEU,2022-08-22,1
66893,Germany,DEU,2022-08-23,1
66894,Germany,DEU,2022-08-24,1
66895,Germany,DEU,2022-08-25,1
66896,Germany,DEU,2022-08-26,1
66897,Germany,DEU,2022-08-27,1
66898,Germany,DEU,2022-08-28,1
66899,Germany,DEU,2022-08-29,1
66900,Germany,DEU,2022-08-30,1
66901,Germany,DEU,2022-08-31,1
66902,Germany,DEU,2022-09-01,1
66903,Germany,DEU,2022-09-02,1
66904,Germany,DEU,2022-09-03,1
66905,Germany,DEU,2022-09-04,1
66906,Germany,DEU,2022-09-05,1
66907,Germany,DEU,2022-09-06,1
66908,Germany,DEU,2022-09-07,1
66909,Germany,DEU,2022-09-08,1
66910,Germany,DEU,2022-09-09,1
66911,Germany,DEU,2022-09-10,1
66912,Germany,DEU,2022-09-11,1
66913,Germany,DEU,2022-09-12,1
66914,Germany,DEU,2022-09-13,1
66915,Germany,DEU,2022-09-14,1
66916,Germany,DEU,2022-09-15,1
66917,Germany,DEU,2022-09-16,1
66918,Germany,DEU,2022-09-17,1
66919,Germany,DEU,2022-09-18,1
66920,Germany,DEU,2022-09-19,1
66921,Germany,DEU,2022-09-20,1
66922,Germany,DEU,2022-09-21,1
66923,Germany,DEU,2022-09-22,1
66924,Germany,DEU,2022-09-23,1
66925,Germany,DEU,2022-09-24,1
66926,Germany,DEU,2022-09-25,1
66927,Germany,DEU,2022-09-26,1
66928,Germany,DEU,2022-09-27,1
66929,Germany,DEU,2022-09-28,1
66930,Germany,DEU,2022-09-29,1
66931,Germany,DEU,2022-09-30,1
66932,Germany,DEU,2022-10-01,1
66933,Germany,DEU,2022-10-02,1
66934,Germany,DEU,2022-10-03,1
66935,Germany,DEU,2022-10-04,1
66936,Germany,DEU,2022-10-05,1
66937,Germany,DEU,2022-10-06,1
66938,Germany,DEU,2022-10-07,1
66939,Germany,DEU,2022-10-08,1
66940,Germany,DEU,2022-10-09,1
66941,Germany,DEU,2022-10-10,1
66942,Germany,DEU,2022-10-11,1
66943,Germany,DEU,2022-10-12,1
66944,Germany,DEU,2022-10-13,1
66945,Germany,DEU,2022-10-14,1
66946,Germany,DEU,2022-10-15,1
66947,Germany,DEU,2022-10-16,1
66948,Germany,DEU,2022-10-17,1
66949,Germany,DEU,2022-10-18,1
66950,Germany,DEU,2022-10-19,1
66951,Germany,DEU,2022-10-20,1
66952,Germany,DEU,2022-10-21,1
66953,Germany,DEU,2022-10-22,1
66954,Germany,DEU,2022-10-23,1
66955,Germany,DEU,2022-10-24,1
66956,Germany,DEU,2022-10-25,1
66957,Germany,DEU,2022-10-26,1
66958,Germany,DEU,2022-10-27,1
66959,Germany,DEU,2022-10-28,1
66960,Germany,DEU,2022-10-29,1
66961,Germany,DEU,2022-10-30,1
66962,Germany,DEU,2022-10-31,1
66963,Germany,DEU,2022-11-01,1
66964,Germany,DEU,2022-11-02,1
66965,Germany,DEU,2022-11-03,1
66966,Germany,DEU,2022-11-04,1
66967,Germany,DEU,2022-11-05,1
66968,Germany,DEU,2022-11-06,1
66969,Germany,DEU,2022-11-07,1
66970,Germany,DEU,2022-11-08,1
66971,Germany,DEU,2022-11-09,1
66972,Germany,DEU,2022-11-10,1
66973,Germany,DEU,2022-11-11,1
66974,Germany,DEU,2022-11-12,1
66975,Germany,DEU,2022-11-13,1
66976,Germany,DEU,2022-11-14,1
66977,Germany,DEU,2022-11-15,1
66978,Germany,DEU,2022-11-16,1
66979,Germany,DEU,2022-11-17,1
66980,Germany,DEU,2022-11-18,1
66981,Germany,DEU,2022-11-19,1
66982,Germany,DEU,2022-11-20,1
66983,Germany,DEU,2022-11-21,1
79671,India,IND,2020-01-01,0
79672,India,IND,2020-01-02,0
79673,India,IND,2020-01-03,0
79674,India,IND,2020-01-04,0
79675,India,IND,2020-01-05,0
79676,India,IND,2020-01-06,0
79677,India,IND,2020-01-07,0
79678,India,IND,2020-01-08,0
79679,India,IND,2020-01-09,0
79680,India,IND,2020-01-10,0
79681,India,IND,2020-01-11,0
79682,India,IND,2020-01-12,0
79683,India,IND,2020-01-13,0
79684,India,IND,2020-01-14,0
79685,India,IND,2020-01-15,0
79686,India,IND,2020-01-16,0
79687,India,IND,2020-01-17,0
79688,India,IND,2020-01-18,0
79689,India,IND,2020-01-19,0
79690,India,IND,2020-01-20,0
79691,India,IND,2020-01-21,0
79692,India,IND,2020-01-22,0
79693,India,IND,2020-01-23,0
79694,India,IND,2020-01-24,0
79695,India,IND,2020-01-25,0
79696,India,IND,2020-01-26,1
79697,India,IND,2020-01-27,1
79698,India,IND,2020-01-28,1
79699,India,IND,2020-01-29,1
79700,India,IND,2020-01-30,1
79701,India,IND,2020-01-31,1
79702,India,IND,2020-02-01,1
79703,India,IND,2020-02-02,1
79704,India,IND,2020-02-03,1
79705,India,IND,2020-02-04,1
79706,India,IND,2020-02-05,1
79707,India,IND,2020-02-06,1
79708,India,IND,2020-02-07,1
79709,India,IND,2020-02-08,1
79710,India,IND,2020-02-09,1
79711,India,IND,2020-02-10,1
79712,India,IND,2020-02-11,1
79713,India,IND,2020-02-12,1
79714,India,IND,2020-02-13,1
79715,India,IND,2020-02-14,1
79716,India,IND,2020-02-15,1
79717,India,IND,2020-02-16,1
79718,India,IND,2020-02-17,1
79719,India,IND,2020-02-18,1
79720,India,IND,2020-02-19,1
79721,India,IND,2020-02-20,1
79722,India,IND,2020-02-21,1
79723,India,IND,2020-02-22,1
79724,India,IND,2020-02-23,1
79725,India,IND,2020-02-24,1
79726,India,IND,2020-02-25,1
79727,India,IND,2020-02-26,1
79728,India,IND,2020-02-27,1
79729,India,IND,2020-02-28,1
79730,India,IND,2020-02-29,1
79731,India,IND,2020-03-01,1
79732,India,IND,2020-03-02,1
79733,India,IND,2020-03-03,1
79734,India,IND,2020-03-04,1
79735,India,IND,2020-03-05,1
79736,India,IND,2020-03-06,1
79737,India,IND,2020-03-07,1
79738,India,IND,2020-03-08,1
79739,India,IND,2020-03-09,1
79740,India,IND,2020-03-10,1
79741,India,IND,2020-03-11,1
79742,India,IND,2020-03-12,1
79743,India,IND,2020-03-13,0
79744,India,IND,2020-03-14,0
79745,India,IND,2020-03-15,0
79746,India,IND,2020-03-16,0
79747,India,IND,2020-03-17,0
79748,India,IND,2020-03-18,0
79749,India,IND,2020-03-19,0
79750,India,IND,2020-03-20,0
79751,India,IND,2020-03-21,0
79752,India,IND,2020-03-22,3
79753,India,IND,2020-03-23,3
79754,India,IND,2020-03-24,3
79755,India,IND,2020-03-25,3
79756,India,IND,2020-03-26,3
79757,India,IND,2020-03-27,3
79758,India,IND,2020-03-28,3
79759,India,IND,2020-03-29,3
79760,India,IND,2020-03-30,3
79761,India,IND,2020-03-31,3
79762,India,IND,2020-04-01,3
79763,India,IND,2020-04-02,3
79764,India,IND,2020-04-03,3
79765,India,IND,2020-04-04,3
79766,India,IND,2020-04-05,3
79767,India,IND,2020-04-06,3
79768,India,IND,2020-04-07,3
79769,India,IND,2020-04-08,3
79770,India,IND,2020-04-09,3
79771,India,IND,2020-04-10,3
79772,India,IND,2020-04-11,3
79773,India,IND,2020-04-12,3
79774,India,IND,2020-04-13,3
79775,India,IND,2020-04-14,3
79776,India,IND,2020-04-15,3
79777,India,IND,2020-04-16,3
79778,India,IND,2020-04-17,3
79779,India,IND,2020-04-18,3
79780,India,IND,2020-04-19,3
79781,India,IND,2020-04-20,3
79782,India,IND,2020-04-21,3
79783,India,IND,2020-04-22,3
79784,India,IND,2020-04-23,3
79785,India,IND,2020-04-24,3
79786,India,IND,2020-04-25,3
79787,India,IND,2020-04-26,3
79788,India,IND,2020-04-27,3
79789,India,IND,2020-04-28,3
79790,India,IND,2020-04-29,3
79791,India,IND,2020-04-30,3
79792,India,IND,2020-05-01,3
79793,India,IND,2020-05-02,3
79794,India,IND,2020-05-03,3
79795,India,IND,2020-05-04,2
79796,India,IND,2020-05-05,2
79797,India,IND,2020-05-06,2
79798,India,IND,2020-05-07,2
79799,India,IND,2020-05-08,2
79800,India,IND,2020-05-09,2
79801,India,IND,2020-05-10,2
79802,India,IND,2020-05-11,2
79803,India,IND,2020-05-12,2
79804,India,IND,2020-05-13,2
79805,India,IND,2020-05-14,2
79806,India,IND,2020-05-15,2
79807,India,IND,2020-05-16,2
79808,India,IND,2020-05-17,2
79809,India,IND,2020-05-18,2
79810,India,IND,2020-05-19,2
79811,India,IND,2020-05-20,2
79812,India,IND,2020-05-21,2
79813,India,IND,2020-05-22,2
79814,India,IND,2020-05-23,2
79815,India,IND,2020-05-24,2
79816,India,IND,2020-05-25,2
79817,India,IND,2020-05-26,2
79818,India,IND,2020-05-27,2
79819,India,IND,2020-05-28,2
79820,India,IND,2020-05-29,2
79821,India,IND,2020-05-30,2
79822,India,IND,2020-05-31,2
79823,India,IND,2020-06-01,2
79824,India,IND,2020-06-02,2
79825,India,IND,2020-06-03,2
79826,India,IND,2020-06-04,2
79827,India,IND,2020-06-05,2
79828,India,IND,2020-06-06,2
79829,India,IND,2020-06-07,2
79830,India,IND,2020-06-08,2
79831,India,IND,2020-06-09,2
79832,India,IND,2020-06-10,2
79833,India,IND,2020-06-11,2
79834,India,IND,2020-06-12,2
79835,India,IND,2020-06-13,2
79836,India,IND,2020-06-14,2
79837,India,IND,2020-06-15,2
79838,India,IND,2020-06-16,2
79839,India,IND,2020-06-17,2
79840,India,IND,2020-06-18,2
79841,India,IND,2020-06-19,2
79842,India,IND,2020-06-20,2
79843,India,IND,2020-06-21,2
79844,India,IND,2020-06-22,2
79845,India,IND,2020-06-23,2
79846,India,IND,2020-06-24,2
79847,India,IND,2020-06-25,2
79848,India,IND,2020-06-26,2
79849,India,IND,2020-06-27,2
79850,India,IND,2020-06-28,2
79851,India,IND,2020-06-29,2
79852,India,IND,2020-06-30,2
79853,India,IND,2020-07-01,2
79854,India,IND,2020-07-02,2
79855,India,IND,2020-07-03,2
79856,India,IND,2020-07-04,2
79857,India,IND,2020-07-05,2
79858,India,IND,2020-07-06,2
79859,India,IND,2020-07-07,2
79860,India,IND,2020-07-08,2
79861,India,IND,2020-07-09,2
79862,India,IND,2020-07-10,2
79863,India,IND,2020-07-11,2
79864,India,IND,2020-07-12,2
79865,India,IND,2020-07-13,2
79866,India,IND,2020-07-14,2
79867,India,IND,2020-07-15,2
79868,India,IND,2020-07-16,2
79869,India,IND,2020-07-17,2
79870,India,IND,2020-07-18,2
79871,India,IND,2020-07-19,2
79872,India,IND,2020-07-20,2
79873,India,IND,2020-07-21,2
79874,India,IND,2020-07-22,2
79875,India,IND,2020-07-23,2
79876,India,IND,2020-07-24,2
79877,India,IND,2020-07-25,2
79878,India,IND,2020-07-26,2
79879,India,IND,2020-07-27,2
79880,India,IND,2020-07-28,2
79881,India,IND,2020-07-29,2
79882,India,IND,2020-07-30,2
79883,India,IND,2020-07-31,2
79884,India,IND,2020-08-01,2
79885,India,IND,2020-08-02,2
79886,India,IND,2020-08-03,2
79887,India,IND,2020-08-04,2
79888,India,IND,2020-08-05,2
79889,India,IND,2020-08-06,2
79890,India,IND,2020-08-07,2
79891,India,IND,2020-08-08,2
79892,India,IND,2020-08-09,2
79893,India,IND,2020-08-10,2
79894,India,IND,2020-08-11,2
79895,India,IND,2020-08-12,2
79896,India,IND,2020-08-13,2
79897,India,IND,2020-08-14,2
79898,India,IND,2020-08-15,2
79899,India,IND,2020-08-16,2
79900,India,IND,2020-08-17,2
79901,India,IND,2020-08-18,2
79902,India,IND,2020-08-19,2
79903,India,IND,2020-08-20,2
79904,India,IND,2020-08-21,2
79905,India,IND,2020-08-22,2
79906,India,IND,2020-08-23,2
79907,India,IND,2020-08-24,2
79908,India,IND,2020-08-25,2
79909,India,IND,2020-08-26,2
79910,India,IND,2020-08-27,2
79911,India,IND,2020-08-28,2
79912,India,IND,2020-08-29,2
79913,India,IND,2020-08-30,2
79914,India,IND,2020-08-31,2
79915,India,IND,2020-09-01,2
79916,India,IND,2020-09-02,2
79917,India,IND,2020-09-03,2
79918,India,IND,2020-09-04,2
79919,India,IND,2020-09-05,2
79920,India,IND,2020-09-06,2
79921,India,IND,2020-09-07,2
79922,India,IND,2020-09-08,2
79923,India,IND,2020-09-09,2
79924,India,IND,2020-09-10,2
79925,India,IND,2020-09-11,2
79926,India,IND,2020-09-12,2
79927,India,IND,2020-09-13,2
79928,India,IND,2020-09-14,2
79929,India,IND,2020-09-15,2
79930,India,IND,2020-09-16,2
79931,India,IND,2020-09-17,2
79932,India,IND,2020-09-18,2
79933,India,IND,2020-09-19,2
79934,India,IND,2020-09-20,2
79935,India,IND,2020-09-21,2
79936,India,IND,2020-09-22,2
79937,India,IND,2020-09-23,2
79938,India,IND,2020-09-24,2
79939,India,IND,2020-09-25,2
79940,India,IND,2020-09-26,2
79941,India,IND,2020-09-27,2
79942,India,IND,2020-09-28,2
79943,India,IND,2020-09-29,2
79944,India,IND,2020-09-30,2
79945,India,IND,2020-10-01,2
79946,India,IND,2020-10-02,2
79947,India,IND,2020-10-03,2
79948,India,IND,2020-10-04,2
79949,India,IND,2020-10-05,2
79950,India,IND,2020-10-06,2
79951,India,IND,2020-10-07,2
79952,India,IND,2020-10-08,2
79953,India,IND,2020-10-09,2
79954,India,IND,2020-10-10,2
79955,India,IND,2020-10-11,2
79956,India,IND,2020-10-12,2
79957,India,IND,2020-10-13,2
79958,India,IND,2020-10-14,2
79959,India,IND,2020-10-15,2
79960,India,IND,2020-10-16,2
79961,India,IND,2020-10-17,2
79962,India,IND,2020-10-18,2
79963,India,IND,2020-10-19,2
79964,India,IND,2020-10-20,2
79965,India,IND,2020-10-21,2
79966,India,IND,2020-10-22,2
79967,India,IND,2020-10-23,2
79968,India,IND,2020-10-24,2
79969,India,IND,2020-10-25,2
79970,India,IND,2020-10-26,2
79971,India,IND,2020-10-27,2
79972,India,IND,2020-10-28,2
79973,India,IND,2020-10-29,2
79974,India,IND,2020-10-30,2
79975,India,IND,2020-10-31,2
79976,India,IND,2020-11-01,2
79977,India,IND,2020-11-02,2
79978,India,IND,2020-11-03,2
79979,India,IND,2020-11-04,2
79980,India,IND,2020-11-05,2
79981,India,IND,2020-11-06,2
79982,India,IND,2020-11-07,2
79983,India,IND,2020-11-08,2
79984,India,IND,2020-11-09,2
79985,India,IND,2020-11-10,2
79986,India,IND,2020-11-11,2
79987,India,IND,2020-11-12,2
79988,India,IND,2020-11-13,2
79989,India,IND,2020-11-14,2
79990,India,IND,2020-11-15,2
79991,India,IND,2020-11-16,2
79992,India,IND,2020-11-17,2
79993,India,IND,2020-11-18,2
79994,India,IND,2020-11-19,2
79995,India,IND,2020-11-20,2
79996,India,IND,2020-11-21,2
79997,India,IND,2020-11-22,2
79998,India,IND,2020-11-23,2
79999,India,IND,2020-11-24,2
80000,India,IND,2020-11-25,2
80001,India,IND,2020-11-26,2
80002,India,IND,2020-11-27,2
80003,India,IND,2020-11-28,2
80004,India,IND,2020-11-29,2
